pts,wk,position,player
63,0,701,"{'id': 32510, 'name': 'Guy Den Heijer', 'birthday': '1997-03-30T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
63,0,702,"{'id': 876, 'name': 'Vitali Chvets', 'birthday': '1981-01-01T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
62,3,703,"{'id': 28346, 'name': 'Nino Serdarusic', 'birthday': '1996-12-13T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
61,3,704,"{'id': 87283, 'name': 'Mark Lajal', 'birthday': '2003-05-12T00:00:00.000Z', 'countryAcr': 'EST', 'country': {'name': 'Estonia', 'acronym': 'EST'}}"
61,3,705,"{'id': 59491, 'name': 'Yannik Steinegger', 'birthday': '2000-09-11T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
61,4,706,"{'id': 8158, 'name': 'Purav Raja', 'birthday': '1985-12-07T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
61,2,707,"{'id': 39434, 'name': 'Quentin Folliot', 'birthday': '1998-12-31T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
61,3,708,"{'id': 91451, 'name': 'Tiago Silva', 'birthday': '2004-11-30T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
61,22,709,"{'id': 28586, 'name': 'Antoine Hoang', 'birthday': '1995-11-04T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
61,-20,710,"{'id': 51972, 'name': 'Mikel Martinez', 'birthday': '2000-10-16T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
61,2,711,"{'id': 57500, 'name': 'Lukas Hellum Lilleengen', 'birthday': '2000-11-15T00:00:00.000Z', 'countryAcr': 'NOR', 'country': {'name': 'Norway', 'acronym': 'NOR'}}"
61,3,712,"{'id': 23335, 'name': 'Yurii Dzhavakian', 'birthday': '1993-05-07T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
60,3,713,"{'id': 51046, 'name': 'Taha Baadi', 'birthday': '2001-07-19T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
60,4,714,"{'id': 14959, 'name': 'Sebastian Fanselow', 'birthday': '1991-12-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
60,-39,715,"{'id': 39851, 'name': 'Cengiz Aksu', 'birthday': '1998-07-30T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
60,3,716,"{'id': 36664, 'name': 'Jamie Vance', 'birthday': '1997-12-15T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,-22,717,"{'id': 60951, 'name': 'Patrick Maloney', 'birthday': '2000-02-09T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,2,718,"{'id': 15000, 'name': 'Oscar Jose Gutierrez', 'birthday': '1993-04-25T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
59,2,719,"{'id': 36897, 'name': 'Evan Zhu', 'birthday': '1998-08-15T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,2,720,"{'id': 83921, 'name': 'Alejandro Manzanera Pertusa', 'birthday': '2003-04-08T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
59,2,721,"{'id': 95667, 'name': 'Lorenzo Sciahbasi', 'birthday': '2005-11-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
59,2,722,"{'id': 70265, 'name': 'Jan Jermar', 'birthday': '2000-04-12T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
59,2,723,"{'id': 61281, 'name': 'Illya Beloborodko', 'birthday': '2001-05-07T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
59,108,724,"{'id': 35892, 'name': 'Elio Jose Ribeiro Lago', 'birthday': '1997-12-31T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
59,158,725,"{'id': 73934, 'name': 'Federico Campana', 'birthday': '1998-04-13T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
59,159,726,"{'id': 50385, 'name': 'Ewen Lumsden', 'birthday': '2000-02-17T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
58,1,727,"{'id': 10404, 'name': 'Yan Bai', 'birthday': '1989-05-21T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
58,-150,728,"{'id': 51965, 'name': 'Francesco Forti', 'birthday': '1999-07-26T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
58,3,729,"{'id': 77659, 'name': 'Juan Bautista Torres', 'birthday': '2002-04-02T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
58,-170,730,"{'id': 25533, 'name': 'Calvin Hemery', 'birthday': '1995-01-28T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
58,2,731,"{'id': 62404, 'name': 'Tristan Mccormick', 'birthday': '1999-04-01T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
58,-97,732,"{'id': 59591, 'name': 'Ishaque Eqbal', 'birthday': '1998-01-17T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
58,1,733,"{'id': 85851, 'name': 'Luka Mikrut', 'birthday': '2004-04-16T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
58,71,734,"{'id': 54134, 'name': 'James Markiewicz', 'birthday': '1994-06-02T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
57,2,735,"{'id': 43647, 'name': 'Simon Anthony Ivanov', 'birthday': '2000-07-03T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
57,81,736,"{'id': 30210, 'name': 'Alexander Klintcharov', 'birthday': '1996-08-25T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
57,1,737,"{'id': 90203, 'name': 'Lautaro Midon', 'birthday': '2004-03-29T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
56,1,738,"{'id': 79683, 'name': 'Millen Hurrion', 'birthday': '1999-06-22T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
56,1,739,"{'id': 42971, 'name': 'Vit Kopriva', 'birthday': '1997-06-15T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
56,1,740,"{'id': 59241, 'name': 'Michal Lusovsky', 'birthday': '1999-03-31T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
56,1,741,"{'id': 31479, 'name': 'Mitchell Harper', 'birthday': '1997-09-05T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
56,-7,742,"{'id': 81114, 'name': 'Stefan Popovic', 'birthday': '2003-05-25T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
56,0,743,"{'id': 38728, 'name': 'Menelaos Efstathiou', 'birthday': '1999-03-02T00:00:00.000Z', 'countryAcr': 'CYP', 'country': {'name': 'Cyprus', 'acronym': 'CYP'}}"
56,1,744,"{'id': 86351, 'name': 'Tom Gentzsch', 'birthday': '2003-09-05T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
56,1,745,"{'id': 40820, 'name': 'Benjamin Pietri', 'birthday': '1996-07-31T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
56,1,745,"{'id': 30742, 'name': 'Patrick Kaukovalta', 'birthday': '1998-12-01T00:00:00.000Z', 'countryAcr': 'FIN', 'country': {'name': 'Finland', 'acronym': 'FIN'}}"
55,1,747,"{'id': 9833, 'name': 'Ricardas Berankis', 'birthday': '1990-06-21T00:00:00.000Z', 'countryAcr': 'LTU', 'country': {'name': 'Lithuania', 'acronym': 'LTU'}}"
55,1,748,"{'id': 13447, 'name': 'Damir Dzumhur', 'birthday': '1992-05-20T00:00:00.000Z', 'countryAcr': 'BIH', 'country': {'name': 'Bosnia and Herzegovina', 'acronym': 'BIH'}}"
55,1,748,"{'id': 5136, 'name': 'Illya Marchenko', 'birthday': '1987-09-08T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
55,-21,750,"{'id': 1747, 'name': 'Andrea Arnaboldi', 'birthday': '1987-12-27T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,0,751,"{'id': 49285, 'name': 'Matyas Fuele', 'birthday': '1998-12-22T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
55,-22,752,"{'id': 53722, 'name': 'Federico Arnaboldi', 'birthday': '2000-06-18T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,0,753,"{'id': 59423, 'name': 'Arthur Weber', 'birthday': '1992-05-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
55,1,754,"{'id': 75578, 'name': 'Daniel Antonio Nunez', 'birthday': '2001-06-02T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
55,1,755,"{'id': 30814, 'name': 'Giuseppe Tresca', 'birthday': None, 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,1,756,"{'id': 88896, 'name': 'Matt Ponchet', 'birthday': '2004-06-22T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
55,2,757,"{'id': 48237, 'name': 'Ivan Denisov', 'birthday': '2000-06-07T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
54,3,758,"{'id': 97382, 'name': 'Patrick Schoen', 'birthday': '2005-05-04T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
54,1,759,"{'id': 81645, 'name': 'Joaquim Almeida', 'birthday': '2002-03-14T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
54,2,760,"{'id': 48443, 'name': 'Kai Lemstra', 'birthday': '1999-06-19T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
54,30,761,"{'id': 50756, 'name': 'Lorenzo Lorusso', 'birthday': '2000-01-06T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
54,3,762,"{'id': 69560, 'name': 'Lawrence Sciglitano', 'birthday': '1999-04-10T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
54,73,763,"{'id': 86936, 'name': 'Alexandru Cristian Dumitru', 'birthday': '2004-02-20T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
53,2,764,"{'id': 31726, 'name': 'Julian Ocleppo', 'birthday': '1997-08-01T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
53,2,765,"{'id': 26831, 'name': 'Jorge Martinez Martinez', 'birthday': '1995-09-23T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
53,100,766,"{'id': 51095, 'name': 'Alejandro Garcia', 'birthday': '2001-11-19T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
53,1,767,"{'id': 44809, 'name': 'Umut Akkoyun', 'birthday': '2000-07-10T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
53,1,768,"{'id': 38587, 'name': 'Nicolas Parizzia', 'birthday': '1998-09-15T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
53,1,769,"{'id': 41066, 'name': 'Luigi Sorrentino', 'birthday': '1998-06-18T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
53,1,770,"{'id': 95901, 'name': 'Oren Vasser', 'birthday': '2000-02-23T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
53,1,771,"{'id': 75220, 'name': 'Miguel Angel Cabrera', 'birthday': '2000-07-08T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
52,1,772,"{'id': 11373, 'name': 'Evgeny Donskoy', 'birthday': '1990-05-09T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
52,1,773,"{'id': 7805, 'name': 'Kenny de Schepper', 'birthday': '1987-05-29T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
52,1,774,"{'id': 8662, 'name': 'Sho Katayama', 'birthday': '1989-05-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
52,1,775,"{'id': 56274, 'name': 'Beibit Zhukayev', 'birthday': '2000-10-12T00:00:00.000Z', 'countryAcr': 'KAZ', 'country': {'name': 'Kazakhstan', 'acronym': 'KAZ'}}"
52,1,776,"{'id': 70705, 'name': 'Roman Andres Burruchaga', 'birthday': '2002-01-23T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
52,1,777,"{'id': 29800, 'name': 'Strong Kirchheimer', 'birthday': '1995-04-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
52,2,778,"{'id': 61670, 'name': 'Zijiang Yang', 'birthday': '2000-09-20T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
52,0,779,"{'id': 14898, 'name': 'Facundo Mena', 'birthday': '1992-09-22T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
52,1,780,"{'id': 85763, 'name': 'Samuele Pieri', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
52,105,781,"{'id': 20900, 'name': 'Toby Martin', 'birthday': '1993-02-19T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
51,1,782,"{'id': 33904, 'name': 'Raul Brancaccio', 'birthday': '1997-05-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
51,1,783,"{'id': 55290, 'name': 'Filip Cristian Jianu', 'birthday': '2001-09-18T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
51,1,784,"{'id': 98385, 'name': 'Joaquin Aguilar Cardozo', 'birthday': '2005-04-08T00:00:00.000Z', 'countryAcr': 'URU', 'country': {'name': 'Uruguay', 'acronym': 'URU'}}"
51,1,785,"{'id': 11970, 'name': 'Mark Vervoort', 'birthday': '1990-10-07T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
51,1,786,"{'id': 99112, 'name': 'Federico Aguilar Cardozo', 'birthday': '2005-04-08T00:00:00.000Z', 'countryAcr': 'URU', 'country': {'name': 'Uruguay', 'acronym': 'URU'}}"
51,2,787,"{'id': 71976, 'name': 'Fabrizio Andaloro', 'birthday': '2001-01-31T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
51,2,788,"{'id': 43553, 'name': 'Sergey Fomin', 'birthday': '2001-02-01T00:00:00.000Z', 'countryAcr': 'UZB', 'country': {'name': 'Uzbekistan', 'acronym': 'UZB'}}"
51,-25,789,"{'id': 50141, 'name': 'Daisuke Sumizawa', 'birthday': '1999-01-31T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
51,53,790,"{'id': 60303, 'name': 'Alvaro Bueno Gil', 'birthday': '2000-05-25T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,1,791,"{'id': 65073, 'name': 'Joshua Lapadat', 'birthday': '2002-12-10T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
50,1,792,"{'id': 39152, 'name': 'Aleksandar Kovacevic', 'birthday': '1998-08-29T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
50,1,793,"{'id': 18477, 'name': 'Hugo Dellien', 'birthday': '1993-06-16T00:00:00.000Z', 'countryAcr': 'BOL', 'country': {'name': 'Bolivia', 'acronym': 'BOL'}}"
50,-167,794,"{'id': 59166, 'name': 'Jesper De Jong', 'birthday': '2000-05-31T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
50,0,795,"{'id': 50511, 'name': 'Pedro Vives Marcos', 'birthday': '2001-04-13T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,0,796,"{'id': 14727, 'name': 'Pierre-Hugues Herbert', 'birthday': '1991-03-18T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
50,0,797,"{'id': 71614, 'name': 'Inaki Montes-De La Torre', 'birthday': '2002-10-03T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,0,798,"{'id': 61856, 'name': 'Tibo Colson', 'birthday': '2000-07-12T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
50,0,799,"{'id': 84849, 'name': 'Robin Catry', 'birthday': '2002-03-06T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
50,-102,800,"{'id': 40737, 'name': 'Yuhei Kono', 'birthday': '1995-07-01T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
50,0,801,"{'id': 47332, 'name': 'Chuan En Hsu', 'birthday': None, 'countryAcr': 'TPE', 'country': {'name': 'Chinese Taipei', 'acronym': 'TPE'}}"
50,0,802,"{'id': 31600, 'name': 'Akram El Sallaly', 'birthday': '1997-11-13T00:00:00.000Z', 'countryAcr': 'EGY', 'country': {'name': 'Egypt', 'acronym': 'EGY'}}"
50,0,803,"{'id': 88897, 'name': 'Maxence Rivet', 'birthday': '2003-10-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
50,30,804,"{'id': 36170, 'name': 'Tomohiro Masabayashi', 'birthday': '1998-03-05T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
50,1,805,"{'id': 53138, 'name': 'Lautaro Agustin Falabella', 'birthday': '1998-01-19T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
50,1,806,"{'id': 93632, 'name': 'Felix Mischker', 'birthday': '2003-06-27T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
50,1,807,"{'id': 96116, 'name': 'James Beaven', 'birthday': '2004-12-23T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
49,1,808,"{'id': 19962, 'name': 'Dennis Novikov', 'birthday': '1993-11-06T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
49,1,809,"{'id': 29591, 'name': 'Dominik Recek', 'birthday': '1995-02-19T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
49,1,810,"{'id': 33166, 'name': 'Tim Handel', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,1,811,"{'id': 48396, 'name': 'Adrian Andreev', 'birthday': '2001-05-12T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
49,1,812,"{'id': 41964, 'name': 'Nicola Kuhn', 'birthday': '2000-03-20T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,1,813,"{'id': 27110, 'name': 'Gergely Madarasz', 'birthday': '1994-10-01T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
49,1,814,"{'id': 96554, 'name': 'Henrik Bladelius', 'birthday': '2004-05-02T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
49,1,815,"{'id': 84559, 'name': 'Leonardo Malgaroli', 'birthday': '2002-08-07T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
49,2,816,"{'id': 26909, 'name': 'Lucas Gerch', 'birthday': '1994-12-20T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,3,817,"{'id': 73055, 'name': 'Alexandr Binda', 'birthday': '2001-09-22T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
49,3,818,"{'id': 44573, 'name': 'Mert Alkaya', 'birthday': '2000-06-14T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
49,-115,819,"{'id': 78053, 'name': 'Dragos Nicolae Cazacu', 'birthday': '2004-02-10T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
48,4,820,"{'id': 83308, 'name': 'Jeffrey Von Der Schulenburg', 'birthday': '2002-02-13T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
48,4,821,"{'id': 45047, 'name': 'Jesse Timmermans', 'birthday': '1989-03-17T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
48,4,822,"{'id': 4067, 'name': 'Fabio Fognini', 'birthday': '1987-05-24T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
48,4,823,"{'id': 11521, 'name': 'Hiroki Moriya', 'birthday': '1990-10-16T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
48,6,824,"{'id': 59169, 'name': 'Andre Ilagan', 'birthday': '2000-11-16T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
48,6,825,"{'id': 96145, 'name': 'Vuk Radjenovic', 'birthday': '2005-05-12T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
48,7,826,"{'id': 80641, 'name': 'Pietro Pampanin', 'birthday': '2003-01-05T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
48,8,827,"{'id': 81115, 'name': 'Amr Elsayed', 'birthday': '1999-03-04T00:00:00.000Z', 'countryAcr': 'EGY', 'country': {'name': 'Egypt', 'acronym': 'EGY'}}"
47,-76,828,"{'id': 79066, 'name': 'Andres Martin', 'birthday': '2001-07-07T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
47,-75,829,"{'id': 96788, 'name': 'Kenta Miyoshi', 'birthday': '2004-03-16T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
47,7,830,"{'id': 31512, 'name': 'Dario Huber', 'birthday': '1996-07-03T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
47,7,831,"{'id': 23748, 'name': 'Aleksandre Metreveli', 'birthday': '1993-08-10T00:00:00.000Z', 'countryAcr': 'GEO', 'country': {'name': 'Georgia', 'acronym': 'GEO'}}"
47,8,832,"{'id': 54812, 'name': 'Maxence Bertimon', 'birthday': '1999-09-20T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
47,6,833,"{'id': 34538, 'name': 'Makoto Ochi', 'birthday': '1996-05-03T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
47,-15,834,"{'id': 83700, 'name': 'Filiberto Fumagalli', 'birthday': '2002-06-28T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,6,835,"{'id': 63223, 'name': 'Leonardo Taddia', 'birthday': '2000-01-29T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,-78,836,"{'id': 68702, 'name': ""Stefano D'Agostino"", 'birthday': '2003-11-03T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,5,837,"{'id': 45175, 'name': 'Alex Knaff', 'birthday': '1997-11-26T00:00:00.000Z', 'countryAcr': 'LUX', 'country': {'name': 'Luxembourg', 'acronym': 'LUX'}}"
47,7,838,"{'id': 84367, 'name': 'Gheorghe Claudiu Schinteie', 'birthday': '2002-03-13T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
46,7,839,"{'id': 26221, 'name': 'Stefan Kozlov', 'birthday': '1998-02-01T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
46,7,840,"{'id': 64896, 'name': 'Pablo Llamas Ruiz', 'birthday': '2002-10-13T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
