pts,position,player
59,719,"{'id': 36897, 'name': 'Evan Zhu', 'birthday': '1998-08-15T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,720,"{'id': 83921, 'name': 'Alejandro Manzanera Pertusa', 'birthday': '2003-04-08T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
59,721,"{'id': 95667, 'name': 'Lorenzo Sciahbasi', 'birthday': '2005-11-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
59,722,"{'id': 70265, 'name': 'Jan Jermar', 'birthday': '2000-04-12T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
59,723,"{'id': 61281, 'name': 'Illya Beloborodko', 'birthday': '2001-05-07T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
59,724,"{'id': 35892, 'name': 'Elio Jose Ribeiro Lago', 'birthday': '1997-12-31T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
59,725,"{'id': 73934, 'name': 'Federico Campana', 'birthday': '1998-04-13T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
59,726,"{'id': 50385, 'name': 'Ewen Lumsden', 'birthday': '2000-02-17T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
58,727,"{'id': 10404, 'name': 'Yan Bai', 'birthday': '1989-05-21T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
58,728,"{'id': 51965, 'name': 'Francesco Forti', 'birthday': '1999-07-26T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
58,729,"{'id': 77659, 'name': 'Juan Bautista Torres', 'birthday': '2002-04-02T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
58,730,"{'id': 25533, 'name': 'Calvin Hemery', 'birthday': '1995-01-28T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
58,731,"{'id': 62404, 'name': 'Tristan Mccormick', 'birthday': '1999-04-01T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
58,732,"{'id': 59591, 'name': 'Ishaque Eqbal', 'birthday': '1998-01-17T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
58,733,"{'id': 85851, 'name': 'Luka Mikrut', 'birthday': '2004-04-16T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
58,734,"{'id': 54134, 'name': 'James Markiewicz', 'birthday': '1994-06-02T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
57,735,"{'id': 43647, 'name': 'Simon Anthony Ivanov', 'birthday': '2000-07-03T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
57,736,"{'id': 30210, 'name': 'Alexander Klintcharov', 'birthday': '1996-08-25T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
57,737,"{'id': 90203, 'name': 'Lautaro Midon', 'birthday': '2004-03-29T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
56,738,"{'id': 79683, 'name': 'Millen Hurrion', 'birthday': '1999-06-22T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
56,739,"{'id': 42971, 'name': 'Vit Kopriva', 'birthday': '1997-06-15T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
56,740,"{'id': 59241, 'name': 'Michal Lusovsky', 'birthday': '1999-03-31T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
56,741,"{'id': 31479, 'name': 'Mitchell Harper', 'birthday': '1997-09-05T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
56,742,"{'id': 81114, 'name': 'Stefan Popovic', 'birthday': '2003-05-25T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
56,743,"{'id': 38728, 'name': 'Menelaos Efstathiou', 'birthday': '1999-03-02T00:00:00.000Z', 'countryAcr': 'CYP', 'country': {'name': 'Cyprus', 'acronym': 'CYP'}}"
56,744,"{'id': 86351, 'name': 'Tom Gentzsch', 'birthday': '2003-09-05T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
56,745,"{'id': 40820, 'name': 'Benjamin Pietri', 'birthday': '1996-07-31T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
56,745,"{'id': 30742, 'name': 'Patrick Kaukovalta', 'birthday': '1998-12-01T00:00:00.000Z', 'countryAcr': 'FIN', 'country': {'name': 'Finland', 'acronym': 'FIN'}}"
55,747,"{'id': 9833, 'name': 'Ricardas Berankis', 'birthday': '1990-06-21T00:00:00.000Z', 'countryAcr': 'LTU', 'country': {'name': 'Lithuania', 'acronym': 'LTU'}}"
55,748,"{'id': 13447, 'name': 'Damir Dzumhur', 'birthday': '1992-05-20T00:00:00.000Z', 'countryAcr': 'BIH', 'country': {'name': 'Bosnia and Herzegovina', 'acronym': 'BIH'}}"
55,748,"{'id': 5136, 'name': 'Illya Marchenko', 'birthday': '1987-09-08T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
55,750,"{'id': 1747, 'name': 'Andrea Arnaboldi', 'birthday': '1987-12-27T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,751,"{'id': 49285, 'name': 'Matyas Fuele', 'birthday': '1998-12-22T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
55,752,"{'id': 53722, 'name': 'Federico Arnaboldi', 'birthday': '2000-06-18T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,753,"{'id': 59423, 'name': 'Arthur Weber', 'birthday': '1992-05-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
55,754,"{'id': 75578, 'name': 'Daniel Antonio Nunez', 'birthday': '2001-06-02T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
55,755,"{'id': 30814, 'name': 'Giuseppe Tresca', 'birthday': None, 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
55,756,"{'id': 88896, 'name': 'Matt Ponchet', 'birthday': '2004-06-22T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
55,757,"{'id': 48237, 'name': 'Ivan Denisov', 'birthday': '2000-06-07T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
54,758,"{'id': 97382, 'name': 'Patrick Schoen', 'birthday': '2005-05-04T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
54,759,"{'id': 81645, 'name': 'Joaquim Almeida', 'birthday': '2002-03-14T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
54,760,"{'id': 48443, 'name': 'Kai Lemstra', 'birthday': '1999-06-19T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
54,761,"{'id': 50756, 'name': 'Lorenzo Lorusso', 'birthday': '2000-01-06T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
54,762,"{'id': 69560, 'name': 'Lawrence Sciglitano', 'birthday': '1999-04-10T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
54,763,"{'id': 86936, 'name': 'Alexandru Cristian Dumitru', 'birthday': '2004-02-20T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
53,764,"{'id': 31726, 'name': 'Julian Ocleppo', 'birthday': '1997-08-01T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
53,765,"{'id': 26831, 'name': 'Jorge Martinez Martinez', 'birthday': '1995-09-23T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
53,766,"{'id': 51095, 'name': 'Alejandro Garcia', 'birthday': '2001-11-19T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
53,767,"{'id': 44809, 'name': 'Umut Akkoyun', 'birthday': '2000-07-10T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
53,768,"{'id': 38587, 'name': 'Nicolas Parizzia', 'birthday': '1998-09-15T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
53,769,"{'id': 41066, 'name': 'Luigi Sorrentino', 'birthday': '1998-06-18T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
53,770,"{'id': 95901, 'name': 'Oren Vasser', 'birthday': '2000-02-23T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
53,771,"{'id': 75220, 'name': 'Miguel Angel Cabrera', 'birthday': '2000-07-08T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
52,772,"{'id': 11373, 'name': 'Evgeny Donskoy', 'birthday': '1990-05-09T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
52,773,"{'id': 7805, 'name': 'Kenny de Schepper', 'birthday': '1987-05-29T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
52,774,"{'id': 8662, 'name': 'Sho Katayama', 'birthday': '1989-05-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
52,775,"{'id': 56274, 'name': 'Beibit Zhukayev', 'birthday': '2000-10-12T00:00:00.000Z', 'countryAcr': 'KAZ', 'country': {'name': 'Kazakhstan', 'acronym': 'KAZ'}}"
52,776,"{'id': 70705, 'name': 'Roman Andres Burruchaga', 'birthday': '2002-01-23T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
52,777,"{'id': 29800, 'name': 'Strong Kirchheimer', 'birthday': '1995-04-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
52,778,"{'id': 61670, 'name': 'Zijiang Yang', 'birthday': '2000-09-20T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
52,779,"{'id': 14898, 'name': 'Facundo Mena', 'birthday': '1992-09-22T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
52,780,"{'id': 85763, 'name': 'Samuele Pieri', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
52,781,"{'id': 20900, 'name': 'Toby Martin', 'birthday': '1993-02-19T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
51,782,"{'id': 33904, 'name': 'Raul Brancaccio', 'birthday': '1997-05-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
51,783,"{'id': 55290, 'name': 'Filip Cristian Jianu', 'birthday': '2001-09-18T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
51,784,"{'id': 98385, 'name': 'Joaquin Aguilar Cardozo', 'birthday': '2005-04-08T00:00:00.000Z', 'countryAcr': 'URU', 'country': {'name': 'Uruguay', 'acronym': 'URU'}}"
51,785,"{'id': 11970, 'name': 'Mark Vervoort', 'birthday': '1990-10-07T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
51,786,"{'id': 99112, 'name': 'Federico Aguilar Cardozo', 'birthday': '2005-04-08T00:00:00.000Z', 'countryAcr': 'URU', 'country': {'name': 'Uruguay', 'acronym': 'URU'}}"
51,787,"{'id': 71976, 'name': 'Fabrizio Andaloro', 'birthday': '2001-01-31T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
51,788,"{'id': 43553, 'name': 'Sergey Fomin', 'birthday': '2001-02-01T00:00:00.000Z', 'countryAcr': 'UZB', 'country': {'name': 'Uzbekistan', 'acronym': 'UZB'}}"
51,789,"{'id': 50141, 'name': 'Daisuke Sumizawa', 'birthday': '1999-01-31T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
51,790,"{'id': 60303, 'name': 'Alvaro Bueno Gil', 'birthday': '2000-05-25T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,791,"{'id': 65073, 'name': 'Joshua Lapadat', 'birthday': '2002-12-10T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
50,792,"{'id': 39152, 'name': 'Aleksandar Kovacevic', 'birthday': '1998-08-29T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
50,793,"{'id': 18477, 'name': 'Hugo Dellien', 'birthday': '1993-06-16T00:00:00.000Z', 'countryAcr': 'BOL', 'country': {'name': 'Bolivia', 'acronym': 'BOL'}}"
50,794,"{'id': 59166, 'name': 'Jesper De Jong', 'birthday': '2000-05-31T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
50,795,"{'id': 50511, 'name': 'Pedro Vives Marcos', 'birthday': '2001-04-13T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,796,"{'id': 14727, 'name': 'Pierre-Hugues Herbert', 'birthday': '1991-03-18T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
50,797,"{'id': 71614, 'name': 'Inaki Montes-De La Torre', 'birthday': '2002-10-03T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
50,798,"{'id': 61856, 'name': 'Tibo Colson', 'birthday': '2000-07-12T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
50,799,"{'id': 84849, 'name': 'Robin Catry', 'birthday': '2002-03-06T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
50,800,"{'id': 40737, 'name': 'Yuhei Kono', 'birthday': '1995-07-01T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
50,801,"{'id': 47332, 'name': 'Chuan En Hsu', 'birthday': None, 'countryAcr': 'TPE', 'country': {'name': 'Chinese Taipei', 'acronym': 'TPE'}}"
50,802,"{'id': 31600, 'name': 'Akram El Sallaly', 'birthday': '1997-11-13T00:00:00.000Z', 'countryAcr': 'EGY', 'country': {'name': 'Egypt', 'acronym': 'EGY'}}"
50,803,"{'id': 88897, 'name': 'Maxence Rivet', 'birthday': '2003-10-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
50,804,"{'id': 36170, 'name': 'Tomohiro Masabayashi', 'birthday': '1998-03-05T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
50,805,"{'id': 53138, 'name': 'Lautaro Agustin Falabella', 'birthday': '1998-01-19T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
50,806,"{'id': 93632, 'name': 'Felix Mischker', 'birthday': '2003-06-27T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
50,807,"{'id': 96116, 'name': 'James Beaven', 'birthday': '2004-12-23T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
49,808,"{'id': 19962, 'name': 'Dennis Novikov', 'birthday': '1993-11-06T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
49,809,"{'id': 29591, 'name': 'Dominik Recek', 'birthday': '1995-02-19T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
49,810,"{'id': 33166, 'name': 'Tim Handel', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,811,"{'id': 48396, 'name': 'Adrian Andreev', 'birthday': '2001-05-12T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
49,812,"{'id': 41964, 'name': 'Nicola Kuhn', 'birthday': '2000-03-20T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,813,"{'id': 27110, 'name': 'Gergely Madarasz', 'birthday': '1994-10-01T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
49,814,"{'id': 96554, 'name': 'Henrik Bladelius', 'birthday': '2004-05-02T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
49,815,"{'id': 84559, 'name': 'Leonardo Malgaroli', 'birthday': '2002-08-07T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
49,816,"{'id': 26909, 'name': 'Lucas Gerch', 'birthday': '1994-12-20T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
49,817,"{'id': 73055, 'name': 'Alexandr Binda', 'birthday': '2001-09-22T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
49,818,"{'id': 44573, 'name': 'Mert Alkaya', 'birthday': '2000-06-14T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
49,819,"{'id': 78053, 'name': 'Dragos Nicolae Cazacu', 'birthday': '2004-02-10T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
48,820,"{'id': 83308, 'name': 'Jeffrey Von Der Schulenburg', 'birthday': '2002-02-13T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
48,821,"{'id': 45047, 'name': 'Jesse Timmermans', 'birthday': '1989-03-17T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
48,822,"{'id': 4067, 'name': 'Fabio Fognini', 'birthday': '1987-05-24T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
48,823,"{'id': 11521, 'name': 'Hiroki Moriya', 'birthday': '1990-10-16T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
48,824,"{'id': 59169, 'name': 'Andre Ilagan', 'birthday': '2000-11-16T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
48,825,"{'id': 96145, 'name': 'Vuk Radjenovic', 'birthday': '2005-05-12T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
48,826,"{'id': 80641, 'name': 'Pietro Pampanin', 'birthday': '2003-01-05T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
48,827,"{'id': 81115, 'name': 'Amr Elsayed', 'birthday': '1999-03-04T00:00:00.000Z', 'countryAcr': 'EGY', 'country': {'name': 'Egypt', 'acronym': 'EGY'}}"
47,828,"{'id': 79066, 'name': 'Andres Martin', 'birthday': '2001-07-07T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
47,829,"{'id': 96788, 'name': 'Kenta Miyoshi', 'birthday': '2004-03-16T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
47,830,"{'id': 31512, 'name': 'Dario Huber', 'birthday': '1996-07-03T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
47,831,"{'id': 23748, 'name': 'Aleksandre Metreveli', 'birthday': '1993-08-10T00:00:00.000Z', 'countryAcr': 'GEO', 'country': {'name': 'Georgia', 'acronym': 'GEO'}}"
47,832,"{'id': 54812, 'name': 'Maxence Bertimon', 'birthday': '1999-09-20T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
47,833,"{'id': 34538, 'name': 'Makoto Ochi', 'birthday': '1996-05-03T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
47,834,"{'id': 83700, 'name': 'Filiberto Fumagalli', 'birthday': '2002-06-28T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,835,"{'id': 63223, 'name': 'Leonardo Taddia', 'birthday': '2000-01-29T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,836,"{'id': 68702, 'name': ""Stefano D'Agostino"", 'birthday': '2003-11-03T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
47,837,"{'id': 45175, 'name': 'Alex Knaff', 'birthday': '1997-11-26T00:00:00.000Z', 'countryAcr': 'LUX', 'country': {'name': 'Luxembourg', 'acronym': 'LUX'}}"
47,838,"{'id': 84367, 'name': 'Gheorghe Claudiu Schinteie', 'birthday': '2002-03-13T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
46,839,"{'id': 26221, 'name': 'Stefan Kozlov', 'birthday': '1998-02-01T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
46,840,"{'id': 64896, 'name': 'Pablo Llamas Ruiz', 'birthday': '2002-10-13T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
46,841,"{'id': 89110, 'name': 'Sebastian Dominko', 'birthday': '2003-05-13T00:00:00.000Z', 'countryAcr': 'SLO', 'country': {'name': 'Slovenia', 'acronym': 'SLO'}}"
46,842,"{'id': 31384, 'name': 'Daniel Little', 'birthday': '1997-05-16T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
46,843,"{'id': 37577, 'name': 'Genaro Alberto Olivieri', 'birthday': '1998-08-04T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
46,844,"{'id': 57721, 'name': 'Shinji Hazawa', 'birthday': '1999-04-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
46,845,"{'id': 86473, 'name': 'Josip Simundza', 'birthday': '2004-12-20T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
46,846,"{'id': 91689, 'name': 'Charlie Camus', 'birthday': '2006-10-16T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
46,847,"{'id': 34574, 'name': 'Stefan Cooper', 'birthday': '1996-06-17T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
46,848,"{'id': 86692, 'name': 'Matthew William Donald', 'birthday': '2004-11-08T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
45,849,"{'id': 20648, 'name': 'Taro Daniel', 'birthday': '1993-01-27T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
45,849,"{'id': 23640, 'name': 'Maximilian Marterer', 'birthday': '1995-06-15T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
45,851,"{'id': 82371, 'name': 'Luca Van Assche', 'birthday': '2004-05-11T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
45,851,"{'id': 677, 'name': 'Rafael Nadal', 'birthday': '1986-06-03T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
45,853,"{'id': 36519, 'name': 'Alejandro Davidovich Fokina', 'birthday': '1999-06-05T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
45,853,"{'id': 11226, 'name': 'David Goffin', 'birthday': '1990-12-07T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
45,855,"{'id': 47543, 'name': 'Duje Ajdukovic', 'birthday': '2001-02-05T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
45,856,"{'id': 9305, 'name': 'Daniel Evans', 'birthday': '1990-05-23T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
45,857,"{'id': 34233, 'name': 'Alexei Popyrin', 'birthday': '1999-08-05T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
45,858,"{'id': 45553, 'name': 'Pavel Kotov', 'birthday': '1998-11-18T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
45,859,"{'id': 64891, 'name': 'Alexander Shevchenko', 'birthday': '2000-11-29T00:00:00.000Z', 'countryAcr': 'KAZ', 'country': {'name': 'Kazakhstan', 'acronym': 'KAZ'}}"
45,860,"{'id': 23100, 'name': 'Pedro Cachin', 'birthday': '1995-04-12T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
45,861,"{'id': 46474, 'name': 'Alafia Ayeni', 'birthday': '1999-08-10T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
